,match_id,game_time,game_duration,player0,player1,player2,player3,player4,player5,player6,player7,player8,player9
3913,NA1_4229194873,1645741180532,1652,Renekton,Warwick,Zed,Jinx,TahmKench,Camille,Nocturne,Akali,Vayne,Rakan
3914,NA1_4229177653,1645738223143,2511,Malphite,Kayn,Katarina,Jhin,Leona,Gwen,Khazix,Viego,TahmKench,Senna
3915,NA1_4229163790,1645736285188,1384,Sett,Graves,Veigar,Ezreal,Trundle,Camille,MasterYi,Vladimir,Jhin,Thresh
3916,NA1_4229117612,1645733154491,1358,Graves,Ekko,Lux,Senna,TahmKench,Malphite,Diana,Tryndamere,Jinx,Karma
3917,NA1_4228760999,1645687787191,1520,Illaoi,Viktor,Ahri,Ashe,Zilean,Camille,Kayn,Leblanc,Jinx,Bard
3918,NA1_4226346595,1645511105718,2005,Kled,MasterYi,Leblanc,Kaisa,Thresh,Gnar,Nocturne,Ahri,Tristana,Blitzcrank
3919,NA1_4226322207,1645509469538,1209,Graves,Nocturne,Vex,Tristana,Trundle,Akshan,MasterYi,Kassadin,Zeri,Xerath
3920,NA1_4225921263,1645489132698,1231,Teemo,Zac,Kassadin,Zeri,Soraka,Jax,Rengar,TwistedFate,Samira,Sylas
3921,NA1_4225863720,1645486635587,1811,Vayne,Rengar,Qiyana,Jinx,Trundle,Quinn,JarvanIV,Nunu,Caitlyn,Lux
3922,NA1_4225789406,1645484467450,1166,Sylas,Kayn,Vex,Jinx,Nautilus,Warwick,Leona,Karthus,MissFortune,Udyr
3923,NA1_4216955420,1644816740626,2525,Garen,Talon,Vex,Veigar,Amumu,Sion,Hecarim,Diana,Zeri,Zyra
3924,NA1_4216869554,1644814336285,1793,Poppy,Diana,Yasuo,Zeri,JarvanIV,Fiora,Ekko,Tryndamere,Jhin,Thresh
3925,NA1_4216901567,1644812094647,1659,Irelia,XinZhao,Leblanc,Aphelios,Soraka,Garen,Viego,Pyke,Ezreal,Trundle
3926,NA1_4216807311,1644810263399,1104,Draven,Graves,Anivia,Veigar,Trundle,Vladimir,Nunu,Corki,Jinx,Lux
3927,NA1_4213719913,1644554700837,1850,Gwen,Graves,Tristana,Zeri,Soraka,MonkeyKing,JarvanIV,Ahri,Jinx,Trundle
3928,NA1_4210153661,1644279378588,2259,Akali,Graves,Gangplank,TahmKench,Senna,Teemo,Sejuani,Ahri,Draven,Nami
3929,NA1_4210107859,1644277541593,1329,Trundle,Graves,Katarina,TahmKench,Senna,Urgot,Nunu,Ahri,Twitch,Rakan
3930,NA1_4210073779,1644275691694,1284,Akali,Hecarim,Vex,Senna,TahmKench,Jax,Khazix,Orianna,Caitlyn,Sett
3931,NA1_4226297002,1645507835272,2184,Jayce,Kayn,Zed,Vayne,Renata,Malphite,Udyr,Vex,Kaisa,Lux
3932,NA1_4226279867,1645505695185,1708,Aatrox,Viego,Zed,Zeri,Twitch,Fiora,JarvanIV,TwistedFate,Jinx,Nautilus
3933,NA1_4230883446,1645851829991,1770,Quinn,Shyvana,Yone,Caitlyn,Galio,AurelionSol,Karthus,Jax,MissFortune,Leona
3934,NA1_4230836329,1645849881158,1552,Gnar,Taliyah,Akshan,Veigar,Taric,Teemo,XinZhao,Karma,Jhin,FiddleSticks
3935,NA1_4230759155,1645847694801,1781,Sett,Warwick,Sylas,Kaisa,Swain,Camille,Udyr,Vladimir,Xayah,Zilean
3936,NA1_4230618741,1645841408085,1814,Shen,Hecarim,Zed,Samira,Blitzcrank,Gwen,Graves,Lissandra,Ezreal,Pyke
3937,NA1_4226269699,1645508662048,1984,Akali,Viego,Vladimir,Varus,Taliyah,Sion,XinZhao,Irelia,Tristana,Lux
3938,NA1_4226269809,1645505597719,2140,Camille,XinZhao,Gangplank,Caitlyn,Lux,Garen,Ekko,Leblanc,Zeri,Janna
3939,NA1_4226222835,1645503697189,1514,Fiora,XinZhao,Ahri,Twitch,Leona,Yorick,Kayn,Azir,Zeri,Braum
3940,NA1_4226140747,1645500357293,1951,TahmKench,XinZhao,Zac,Twitch,Yuumi,Garen,Viego,Yasuo,Cassiopeia,Nautilus
3941,NA1_4226035696,1645496426597,1473,Riven,Kayn,Vladimir,Lucian,Zilean,Tryndamere,Lillia,Akshan,Seraphine,Leona
3942,NA1_4226005602,1645493678733,1526,Mordekaiser,XinZhao,TwistedFate,Samira,Nautilus,Teemo,Kindred,Zed,Lucian,Pyke
3943,NA1_4225928267,1645491379808,1664,Yone,Hecarim,TwistedFate,Jinx,Leona,Fiora,Karthus,Ahri,Vayne,Pyke
3944,NA1_4225913520,1645489882659,1154,Aatrox,Amumu,Viktor,Jhin,Alistar,Shen,Viego,Vladimir,Jinx,Zyra
3945,NA1_4225866550,1645487447397,1961,Jayce,Nidalee,Vladimir,Draven,Nautilus,Akali,LeeSin,Talon,Vayne,Renata
3946,NA1_4225859867,1645485166810,1948,Mordekaiser,Nidalee,Vladimir,Jinx,Pyke,Jax,XinZhao,Xerath,Aphelios,Morgana
3947,NA1_4225792202,1645482037698,1753,Mordekaiser,Khazix,Talon,Chogath,Senna,Darius,Zac,Sylas,Caitlyn,Leona
3948,NA1_4225376329,1645439461112,941,Tryndamere,Hecarim,Sylas,Ezreal,Zyra,Amumu,Warwick,Zilean,Xayah,Renata
3949,NA1_4225363879,1645436900079,2075,Aphelios,MasterYi,Vladimir,Twitch,Maokai,Akshan,FiddleSticks,Zed,Vayne,Morgana
3950,NA1_4225399937,1645434677898,1468,Riven,Rammus,Akali,Caitlyn,Janna,Shen,XinZhao,TwistedFate,Vayne,Rakan
3951,NA1_4225334755,1645431513584,1449,Sett,XinZhao,Fizz,Jinx,Neeko,Kayle,Singed,Pantheon,Kaisa,Nautilus
3952,NA1_4225299388,1645429521511,1343,Viktor,Shyvana,Anivia,Twitch,Pyke,Garen,XinZhao,Zeri,Ezreal,Lulu
3953,NA1_4228686243,1645682210981,1555,Fiora,Ivern,Graves,Jinx,Brand,Malphite,Zed,Annie,Jhin,Renata
3954,NA1_4228628240,1645679578867,2143,DrMundo,LeeSin,Zed,Jinx,Renata,Yorick,Lillia,Annie,Twitch,Soraka
3955,NA1_4228603670,1645678136124,1024,Ivern,Khazix,Syndra,Twitch,Renata,Kayle,MasterYi,Lucian,Samira,Janna
3956,NA1_4228547551,1645676389056,1304,Malphite,Hecarim,Fizz,Jinx,Renata,Yorick,Graves,TwistedFate,Veigar,Pantheon
3957,NA1_4228540388,1645674461989,1489,Irelia,RekSai,Vex,Jhin,Nami,Gangplank,Khazix,Ahri,Twitch,Leona
3958,NA1_4226858672,1645568788992,1751,Heimerdinger,Nunu,Annie,Twitch,Nami,Darius,XinZhao,Ahri,Jinx,Soraka
3959,NA1_4226777412,1645563308977,1237,Chogath,LeeSin,Viktor,Jinx,Lulu,Singed,Shyvana,Yone,Seraphine,Senna
3960,NA1_4226296775,1645507794913,1796,Shen,Graves,Renata,KogMaw,Leona,JarvanIV,Ekko,AurelionSol,Jinx,Nami
3961,NA1_4224413885,1645384337608,1574,Lillia,RekSai,Lux,Jinx,Shaco,Jax,Qiyana,Leblanc,Twitch,Senna
3962,NA1_4224267892,1645381505097,2030,Darius,Graves,Lulu,Twitch,Senna,Sion,Riven,Yasuo,Veigar,Alistar
3963,NA1_4222585700,1645251209777,1704,Warwick,Viego,Ahri,Jinx,Xerath,Nasus,Graves,Corki,Tristana,Leona
3964,NA1_4222528983,1645249249196,1355,Aatrox,Diana,Zed,Tristana,Leona,Yorick,Elise,Qiyana,Ezreal,Lux
3965,NA1_4220138119,1645076477795,1584,Lulu,,,,,Thresh,,,,
3966,NA1_4220109673,1645073964886,1696,Yuumi,,,,,Lux,,,,
3967,NA1_4220091279,1645071497940,1442,Maokai,,,,,Blitzcrank,,,,
3968,NA1_4218825665,1644984924600,1822,Volibear,RekSai,Lux,Ezreal,Seraphine,Zac,Elise,Yone,Zeri,Swain
3969,NA1_4218810365,1644980417147,1409,Ornn,RekSai,Ahri,Xayah,Rakan,Teemo,Graves,Leblanc,Twitch,Karma
3970,NA1_4218720490,1644977250398,2350,Sett,Diana,Orianna,MissFortune,Leona,Janna,Khazix,Syndra,Ashe,Pyke
3971,NA1_4216519124,1644790227778,1573,Gragas,Diana,Ziggs,Ezreal,Zyra,Kayle,Nunu,Yasuo,Lucian,Nami
3972,NA1_4216534272,1644788069511,1660,Shen,Kayn,Orianna,Zeri,Janna,DrMundo,LeeSin,Yasuo,Tristana,Lulu
3973,NA1_4228277617,1645661849925,1539,Graves,Hecarim,Katarina,Jhin,Renata,Irelia,Ekko,Qiyana,Ezreal,Zoe
3974,NA1_4222286679,1645237803188,999,Sett,Hecarim,Chogath,Jinx,Pyke,Renekton,Talon,Annie,Xayah,Renata
3975,NA1_4222229688,1645235615951,1126,Kled,Skarner,Corki,Vayne,Nami,Renekton,Hecarim,Annie,Jinx,Blitzcrank
3976,NA1_4222222246,1645233355153,1560,Gragas,LeeSin,Ahri,Ezreal,Viktor,Sett,Trundle,Kayle,Kalista,Karma
3977,NA1_4204082875,1643858511743,1211,Sylas,Hecarim,Yone,Ezreal,Janna,DrMundo,Kindred,Ahri,Caitlyn,Lulu
3978,NA1_4202486463,1643771816506,2257,Fiora,Hecarim,Ekko,Ezreal,Bard,Irelia,MasterYi,Corki,Zeri,Xerath
3979,NA1_4202355756,1643769004460,1664,Ornn,Hecarim,Viktor,Vayne,Alistar,Yone,JarvanIV,Veigar,Samira,Lulu
3980,NA1_4229414290,1645753686924,1468,Fiora,Diana,Varus,Jhin,Blitzcrank,Jax,Kindred,Orianna,Aphelios,Leona
3981,NA1_4229309372,1645751524098,1724,Fiora,Elise,Galio,Jhin,Lux,Nasus,Kayn,Karma,Ezreal,Soraka
3982,NA1_4229351095,1645748848978,1726,Rengar,RekSai,Annie,Lucian,Nami,Mordekaiser,LeeSin,Yone,Karthus,Bard
3983,NA1_4229272842,1645745089583,2071,Graves,Nocturne,Corki,Karthus,Pyke,Yone,Zed,Ahri,Ezreal,Senna
3984,NA1_4229216773,1645742400412,1936,Sett,Elise,Yasuo,Kaisa,Morgana,Camille,Diana,Anivia,Sivir,Renata
3985,NA1_4229067946,1645732538282,1663,Nasus,Sion,TwistedFate,Karthus,Pyke,Aatrox,Hecarim,Veigar,Caitlyn,Lux
3986,NA1_4228396572,1645668045713,1635,Nasus,FiddleSticks,Vladimir,Lucian,Senna,Yone,Nocturne,Lux,Karthus,Pyke
3987,NA1_4228129687,1645654143760,1686,Gnar,Shaco,Kassadin,Kaisa,Sona,Sion,RekSai,Syndra,Karthus,Blitzcrank
3988,NA1_4228104594,1645651550746,2281,Fiora,Khazix,Ekko,Kaisa,Alistar,Sett,Kayn,Akshan,Karthus,Brand
3989,NA1_4227319797,1645583209193,1262,Kayle,Kindred,Qiyana,Karthus,Karma,Jax,Hecarim,Ahri,Kaisa,Zilean
3990,NA1_4226997903,1645576662255,1726,Irelia,Hecarim,Veigar,Karthus,Yuumi,Garen,Diana,Anivia,Tristana,Lux
3991,NA1_4225286656,1645427999366,1832,Aatrox,Ekko,Zed,Zeri,Zyra,Graves,Viego,Pyke,Draven,Yuumi
3992,NA1_4225251452,1645425791186,1431,Graves,Kayn,Malphite,Draven,Lulu,Teemo,Viego,Veigar,Jinx,Renata
3993,NA1_4225215661,1645423898800,1395,Darius,Rengar,Pyke,Veigar,Brand,Graves,LeeSin,Leblanc,Lucian,Lulu
3994,NA1_4225219912,1645422221730,1384,Yone,Hecarim,Yasuo,Samira,Swain,Graves,Viego,Zed,Zeri,Thresh
3995,NA1_4224711058,1645399023987,2458,Tryndamere,Ekko,Zed,Karthus,Nami,Yone,Graves,Corki,Jhin,Lux
3996,NA1_4224665234,1645396898105,1585,Jax,Rumble,Sett,Karthus,Shen,Darius,Diana,Zed,Aphelios,Leona
3997,NA1_4223675172,1645333725754,2189,Jayce,Graves,Yone,Karthus,Soraka,Jax,RekSai,Veigar,Zeri,Pyke
3998,NA1_4223638522,1645332001573,1230,Aatrox,Rammus,Viktor,Karthus,Lulu,Darius,Graves,Soraka,Aphelios,Yuumi
3999,NA1_4223632399,1645330403416,1247,Kayle,Zed,Aatrox,Jhin,Soraka,Urgot,Kayn,Ekko,Karthus,Thresh
4000,NA1_4212456182,1644454749305,1904,MonkeyKing,Lillia,Qiyana,Zeri,Yuumi,Warwick,Viego,Katarina,Ezreal,Pyke
4001,NA1_4210237769,1644284196741,1924,Samira,Viego,Akali,Vayne,Morgana,Warwick,Graves,Veigar,Jhin,Nami
4002,NA1_4209987078,1644268649403,1765,Warwick,Diana,Aatrox,Jinx,Lulu,Gangplank,Volibear,Malzahar,Ziggs,Blitzcrank
4003,NA1_4209943592,1644266573436,1823,Renekton,Viego,Zoe,Jhin,Leona,Warwick,Olaf,Katarina,Veigar,Blitzcrank
4004,NA1_4209880181,1644258854580,2484,Camille,JarvanIV,Xerath,Jinx,Janna,Warwick,Kayn,Zed,Caitlyn,Morgana
4005,NA1_4209873986,1644255682094,1670,Warwick,Poppy,Viktor,Ashe,Senna,Sett,Kayn,Annie,Jinx,Thresh
4006,NA1_4209692398,1644224406609,983,TahmKench,Warwick,Zed,Jhin,Bard,Renekton,Vi,Yasuo,Jinx,Senna
4007,NA1_4209588485,1644221107415,2105,Warwick,LeeSin,Veigar,Zeri,Morgana,Kled,Viego,Akali,Ezreal,Soraka
4008,NA1_4205738038,1643998832131,1507,Camille,MonkeyKing,Anivia,Yasuo,Yuumi,Warwick,Viego,Velkoz,Kaisa,Blitzcrank
4009,NA1_4205754582,1643996891049,1622,Akshan,XinZhao,Fizz,Draven,Pyke,Gwen,Warwick,Veigar,Caitlyn,Heimerdinger
4010,NA1_4205403076,1643953417068,2058,Warwick,FiddleSticks,Ahri,Jhin,Seraphine,Camille,Olaf,Viktor,Jinx,Zyra
4011,NA1_4204768929,1643926772834,2094,Kayn,Warwick,Anivia,Kaisa,Swain,Tryndamere,Quinn,Ahri,Ezreal,Shaco
4012,NA1_4204802225,1643924281800,2103,MonkeyKing,Viego,Leblanc,Sivir,Soraka,Irelia,Warwick,Lux,Caitlyn,Pyke
4013,NA1_4204422016,1643878183684,1060,Jax,Hecarim,Zed,Aphelios,Yuumi,Yorick,Kindred,Yasuo,Lucian,Seraphine
4014,NA1_4204396177,1643874914666,2907,Vladimir,Kindred,Zed,MissFortune,Shaco,Volibear,Graves,Veigar,Caitlyn,Rakan
4015,NA1_4229741182,1645771532494,2105,Yasuo,Viego,Fizz,Jhin,Sona,Graves,Khazix,Zoe,Kalista,Renata
4016,NA1_4229705930,1645769668407,1517,Garen,Amumu,Zed,Zeri,Nautilus,Gangplank,MasterYi,Ahri,Kalista,Karma
4017,NA1_4229619417,1645767075752,1977,Chogath,Nocturne,Ezreal,MissFortune,Lux,Aphelios,Ivern,Ahri,Kalista,Renata
4018,NA1_4229568849,1645763779423,1844,Akshan,Gwen,Vex,Zeri,Rell,Sion,Rengar,Akali,Xayah,Rakan
4019,NA1_4229583318,1645762326747,1007,Irelia,Udyr,Ahri,Taliyah,Anivia,Zeri,Rakan,Heimerdinger,Vayne,Pyke
4020,NA1_4229505872,1645759934209,1768,Tryndamere,Kayn,Yone,MissFortune,Lux,Gangplank,Volibear,Zeri,Kalista,Elise
4021,NA1_4229477967,1645757783276,1210,Sion,Rengar,Camille,Karthus,Shen,Teemo,Ivern,Annie,Kalista,Renata
4022,NA1_4228854368,1645696727042,1885,Yasuo,Mordekaiser,Akali,Caitlyn,Brand,Kayle,Nidalee,Yone,Kalista,Karma
4023,NA1_4228850629,1645693895078,1980,Garen,Viego,Galio,MissFortune,Vex,Irelia,LeeSin,Lux,Kalista,Renata
4024,NA1_4228778757,1645691994994,1230,Sion,Diana,Akshan,Yuumi,Zilean,Kayn,Zed,Ahri,Kalista,Renata
4025,NA1_4228782993,1645689079708,1368,Warwick,Volibear,Akshan,Kalista,Renata,Shen,Rammus,Yasuo,Ezreal,Janna
4026,NA1_4228770970,1645687740316,887,Irelia,XinZhao,Ryze,Kaisa,Leona,Sett,Nocturne,Ahri,Neeko,Renata
4027,NA1_4228744437,1645685341177,1819,Nasus,Udyr,Ahri,Ezreal,Nautilus,Yone,MasterYi,Vex,Jhin,Renata
4028,NA1_4228711090,1645683612883,1033,Kennen,Kayn,Ahri,Kalista,Renata,Teemo,Graves,Viktor,Ashe,Soraka
4029,NA1_4228663497,1645681093157,1714,Darius,Viego,Lux,TahmKench,Renata,Riven,Taliyah,Galio,Ezreal,Xerath
4030,NA1_4228634593,1645678690906,2122,Teemo,LeeSin,Vex,Kalista,Renata,Gragas,Graves,Zoe,Xayah,Zyra
4031,NA1_4227757682,1645606979873,1385,Vayne,Nocturne,Vex,Kalista,Renata,Darius,Viego,Singed,Jinx,Nami
4032,NA1_4227765173,1645605564211,917,MonkeyKing,Khazix,Ziggs,Kalista,Renata,Diana,LeeSin,Gangplank,Ashe,Seraphine
4033,NA1_4227790690,1645603478047,1601,DrMundo,Evelynn,Twitch,Lucian,Lux,Akali,Yone,Zeri,Kalista,Renata
4034,NA1_4227735456,1645600883535,1867,Corki,Warwick,Zoe,Caitlyn,Renata,Poppy,Khazix,Neeko,Jhin,Senna
4035,NA1_4227674698,1645596677151,1918,Darius,Nidalee,Zed,Jinx,Bard,Riven,Graves,Malzahar,Jhin,Sona
4036,NA1_4227569628,1645594336129,1899,Jax,XinZhao,Zed,Karthus,Renata,Graves,FiddleSticks,Katarina,Twitch,Viktor
4037,NA1_4224969071,1645413745744,1535,Ahri,Ekko,Mordekaiser,Lucian,Nami,Renekton,FiddleSticks,Ryze,Aphelios,Soraka
4038,NA1_4224817895,1645405326894,1930,Camille,Diana,Viktor,Ezreal,Zilean,DrMundo,Graves,Vex,Twitch,Yuumi
4039,NA1_4224782696,1645403281535,1647,Sion,Kayn,Katarina,Caitlyn,Sona,Vayne,Ivern,Veigar,Twitch,Pyke
4040,NA1_4224727065,1645401251409,1707,Singed,Hecarim,Irelia,Jhin,Zilean,Graves,Kindred,Sylas,Xayah,Leona
4041,NA1_4224722083,1645399366073,1578,Sett,Khazix,Ahri,Caitlyn,Thresh,Gnar,Diana,Irelia,Lucian,Nautilus
4042,NA1_4219635568,1645044590705,1496,Morgana,,,,,Senna,,,,
4043,NA1_4219581749,1645042236172,1894,Lulu,,,,,Lux,,,,
4044,NA1_4219630228,1645041712484,196,Lux,,,,,Morgana,,,,
4045,NA1_4219566469,1645039057201,1738,Pantheon,,,,,Soraka,,,,
4046,NA1_4219533333,1645037020656,1537,Blitzcrank,,,,,Alistar,,,,
4047,NA1_4217966655,1644897102444,1420,Kled,FiddleSticks,Anivia,Jhin,Nautilus,Mordekaiser,LeeSin,Katarina,Sivir,Soraka
4048,NA1_4217960644,1644895102793,1236,Aatrox,Diana,Ahri,Kaisa,Nautilus,Ornn,Kindred,Yone,Ashe,Thresh
4049,NA1_4217646145,1644885891308,1770,Kayle,LeeSin,Diana,Tristana,Lux,Sett,Shaco,Fizz,Jhin,Thresh
4050,NA1_4217622621,1644883794611,1638,Jax,Hecarim,Teemo,Vayne,Zilean,Mordekaiser,Graves,Cassiopeia,Senna,Shaco
4051,NA1_4217545962,1644881249776,1820,TahmKench,Nocturne,Anivia,Jinx,Yuumi,Yone,JarvanIV,Kayle,Kaisa,Thresh
4052,NA1_4215795958,1644721322583,1462,Garen,Taliyah,MasterYi,Vayne,Lulu,Sett,Khazix,Ahri,Twitch,Zilean
4053,NA1_4215769063,1644719245530,1768,Sion,Khazix,Ahri,Lucian,Nautilus,Sett,Kayn,Twitch,Kaisa,Zilean
4054,NA1_4215744206,1644717341404,1524,TahmKench,Warwick,Azir,Twitch,Yuumi,DrMundo,Viego,Seraphine,Zeri,Lulu
4055,NA1_4228516937,1645673717024,1520,Gwen,Rengar,Sylas,Zeri,Nautilus,Riven,Zac,Zed,Twitch,Xerath
4056,NA1_4227455108,1645587801623,1143,Zac,Vi,Veigar,Kaisa,Braum,Gwen,Nasus,Draven,Jhin,Blitzcrank
4057,NA1_4227359422,1645585960485,1485,Fiora,Nocturne,Orianna,Aphelios,Nami,Gwen,Shaco,Akshan,Kaisa,Karma
4058,NA1_4226048183,1645497148603,1334,Gwen,Vi,Lissandra,Zeri,Thresh,Renekton,Nunu,Corki,Draven,Blitzcrank
4059,NA1_4225835952,1645484108321,1211,Jayce,Diana,Annie,Tristana,Renata,Gwen,Kayn,Viktor,Senna,Lux
4060,NA1_4225813418,1645482560072,990,Darius,XinZhao,Ahri,Jinx,Soraka,Irelia,Ekko,Viktor,Aphelios,Sona
4061,NA1_4225778072,1645481031198,1242,Gwen,RekSai,Viktor,Samira,Nautilus,Sion,Graves,Orianna,Kaisa,Bard
4062,NA1_4225615614,1645470460208,2006,Orianna,Vi,Malphite,Vayne,Bard,Malzahar,LeeSin,Yasuo,KogMaw,Lulu
4063,NA1_4225630568,1645467966167,1854,Cassiopeia,Diana,Azir,Jinx,Teemo,Aatrox,Volibear,Vladimir,Vayne,Karma
4064,NA1_4225008309,1645415956796,1386,Jax,Udyr,Kayle,Tristana,Senna,Graves,Sion,Leblanc,Draven,Lulu
4065,NA1_4225041857,1645414471462,1201,Gwen,Shaco,Ahri,Samira,Pantheon,Irelia,Diana,Zoe,Jinx,Renata
4066,NA1_4224637287,1645394271959,1285,Gangplank,JarvanIV,Ahri,Aphelios,Renata,Gwen,LeeSin,Corki,Ezreal,Nautilus
4067,NA1_4224630979,1645391995331,2009,Darius,RekSai,Vladimir,Jinx,Renata,Gwen,Hecarim,Viktor,Samira,Leona
4068,NA1_4224527091,1645389939832,1606,Aatrox,Gwen,Veigar,Lucian,Yuumi,Trundle,Rammus,Sylas,Jhin,Blitzcrank
4069,NA1_4223290300,1645313698937,1564,Irelia,FiddleSticks,Fizz,Jinx,Lux,Urgot,Hecarim,Veigar,Ezreal,Yuumi
4070,NA1_4223274305,1645311914569,1439,Gwen,Evelynn,Zeri,Ezreal,Yuumi,Riven,FiddleSticks,Viktor,Sivir,Rakan
4071,NA1_4223199345,1645309677871,1928,Gwen,Evelynn,Qiyana,Tristana,Nautilus,Aatrox,LeeSin,Vex,Ezreal,Karma
4072,NA1_4223212769,1645307504369,1664,Gwen,LeeSin,MasterYi,Jhin,Senna,Aatrox,Kindred,Kassadin,Vayne,Yuumi
4073,NA1_4223148788,1645305587972,1509,Irelia,Mordekaiser,Anivia,Jhin,Alistar,Aatrox,Graves,Akali,Vayne,Xerath
4074,NA1_4223144981,1645303999847,1210,Sion,Hecarim,Ahri,Tristana,Nautilus,Akali,XinZhao,Sivir,Jinx,Renata
4075,NA1_4220823193,1645143868153,1602,Akshan,JarvanIV,Veigar,Jinx,Lulu,DrMundo,Qiyana,Orianna,Jhin,Renata
4076,NA1_4220758040,1645141853666,1612,Chogath,LeeSin,Zoe,Jinx,Brand,Graves,Poppy,Lux,Vayne,Janna
4077,NA1_4220617575,1645133113493,1803,Alistar,,,,,Karma,,,,
4078,NA1_4215550458,1644703004967,2188,Mordekaiser,Volibear,Jayce,Jhin,Sona,Trundle,Diana,Akshan,Ezreal,Pyke
4079,NA1_4215515735,1644700745095,1845,DrMundo,RekSai,Orianna,Kaisa,Janna,Renekton,Diana,Yasuo,Vayne,Nautilus
4080,NA1_4215492173,1644699125008,1231,Nasus,Lillia,Galio,Jhin,Senna,Warwick,Kayn,Vladimir,Ashe,Nautilus
4081,NA1_4215476200,1644696607911,2106,Gangplank,Khazix,Akali,Aphelios,Bard,Sion,Warwick,Qiyana,Kaisa,Xerath
4082,NA1_4213638765,1644551565106,829,Volibear,Taliyah,Syndra,Lucian,Senna,Garen,Evelynn,Veigar,Kalista,Alistar
4083,NA1_4213509753,1644543143001,1835,Garen,Viego,Katarina,Vayne,Blitzcrank,Renekton,Ekko,Talon,Tristana,Zilean
4084,NA1_4213423542,1644540735746,1839,Camille,Graves,Yasuo,Zeri,Lux,Malphite,LeeSin,Zed,Jinx,Vex
4085,NA1_4213348318,1644538559892,1610,Shen,Viego,Zed,Yasuo,Zac,Aatrox,Hecarim,Diana,Ezreal,Zyra
4086,NA1_4213391491,1644536101029,1795,Shen,Diana,Akshan,Jhin,Pantheon,Irelia,Rengar,Cassiopeia,Annie,Seraphine
4087,NA1_4211609207,1644388325167,1989,Yone,Kayn,Ahri,Jhin,Senna,Mordekaiser,Graves,Akshan,Jinx,Thresh
4088,NA1_4191489107,1643056529912,1462,Poppy,Zac,Viktor,Jinx,Zyra,Camille,Hecarim,Akshan,Lucian,Lulu
4089,NA1_4191454775,1643053961389,1945,Garen,Nidalee,Ahri,Jhin,Janna,Riven,Nocturne,Lux,Jinx,Thresh
4090,NA1_4184854197,1642655687079,1389,DrMundo,Talon,Tryndamere,Caitlyn,Lux,Kayle,Volibear,Akshan,Vayne,Leona
4091,NA1_4184749268,1642653936949,1380,MonkeyKing,Kayn,Viktor,Ezreal,Bard,Riven,Maokai,Xerath,Lucian,Nami
4092,NA1_4180616516,1642377286083,1767,DrMundo,Lillia,Irelia,Senna,Lux,Trundle,Nunu,Ahri,Kaisa,Nami
4093,NA1_4180591494,1642375354305,1338,Gangplank,Khazix,Sylas,Caitlyn,Pyke,Jax,Evelynn,Kayle,Ezreal,Lux
4094,NA1_4180554016,1642373220235,1702,Sett,Lillia,Graves,Jinx,Nami,TahmKench,MasterYi,TwistedFate,Kaisa,Bard
4095,NA1_4230830882,1645848307124,1445,Tryndamere,Nidalee,Leblanc,Twitch,Yuumi,Volibear,Hecarim,Sylas,Aphelios,Lux
4096,NA1_4221360372,1645170226048,1640,Soraka,Hecarim,Ekko,Twitch,Thresh,TahmKench,Nidalee,Ahri,Ezreal,Xerath
4097,NA1_4221268869,1645169128119,574,Kayle,LeeSin,Heimerdinger,Draven,Nami,Nidalee,Ekko,Garen,Amumu,Lulu
4098,NA1_4221272932,1645166808799,1529,Sion,Karthus,Cassiopeia,Aphelios,Janna,Lulu,Hecarim,Viktor,Jinx,Braum
4099,NA1_4221239004,1645165434892,990,Poppy,Graves,Ahri,Tristana,Blitzcrank,Aatrox,RekSai,Orianna,Jinx,Thresh
4100,NA1_4229563163,1645762127142,2364,Aatrox,Khazix,Syndra,Samira,Blitzcrank,Yone,MasterYi,Corki,Jinx,Morgana
4101,NA1_4229485205,1645759628884,2102,Chogath,Elise,Jayce,Twitch,Thresh,Camille,Trundle,Ahri,Vayne,Renata
4102,NA1_4229464671,1645756796726,2242,Trundle,Ekko,Fizz,Tristana,Lulu,Darius,Graves,Lux,Aphelios,Thresh
4103,NA1_4229386921,1645754340112,2085,Fiora,Vi,Corki,Vayne,Pyke,Ornn,Hecarim,Kassadin,Jhin,Thresh
4104,NA1_4229120478,1645733995796,1296,Graves,Nidalee,AurelionSol,Jinx,Pyke,Fiora,Lillia,Quinn,Jhin,Yuumi
4105,NA1_4229096490,1645732167405,1474,Singed,JarvanIV,Yasuo,Kaisa,Thresh,Gwen,Poppy,Neeko,Jhin,Swain
4106,NA1_4229092412,1645729752007,2141,MonkeyKing,XinZhao,Vex,Ashe,Thresh,Akali,Karthus,Yone,Vayne,Lulu
4107,NA1_4229060393,1645727904378,1470,Gnar,Taric,Fizz,Jinx,Bard,Kennen,Hecarim,Twitch,Jhin,Lux
4108,NA1_4229035438,1645725265976,2337,Ahri,Gwen,Urgot,Twitch,Lulu,Quinn,Zac,Sylas,Sivir,Janna
4109,NA1_4229032241,1645723045558,1738,Gnar,Volibear,Akali,Vayne,Janna,Irelia,Olaf,Leblanc,Ezreal,Lulu
4110,NA1_4228569965,1645674522101,1293,Sett,JarvanIV,Ahri,Vayne,Pyke,Karma,Nunu,Irelia,Seraphine,Senna
4111,NA1_4228512694,1645672515763,1704,Urgot,LeeSin,Akali,Vayne,Lulu,Sett,MasterYi,Garen,Jinx,Thresh
